timestamp,rows,time_taken,energy_consumption,future_temp,future_humi,current_temp,current_humi,weather_status,FC_Unit_1_Status,FC_Unit_1_Fan_Status,FC_Unit_1_Set_Point,FC_Unit_1_Operation_Mode,FC_Unit_2_Status,FC_Unit_2_Fan_Status,FC_Unit_2_Set_Point,FC_Unit_2_Operation_Mode,FC_Unit_3_Status,FC_Unit_3_Fan_Status,FC_Unit_3_Set_Point,FC_Unit_3_Operation_Mode,FC_Unit_4_Status,FC_Unit_4_Fan_Status,FC_Unit_4_Set_Point,FC_Unit_4_Operation_Mode,FC_Unit_5_Status,FC_Unit_5_Fan_Status,FC_Unit_5_Set_Point,FC_Unit_5_Operation_Mode,FC_Unit_6_Status,FC_Unit_6_Fan_Status,FC_Unit_6_Set_Point,FC_Unit_6_Operation_Mode,FC_Unit_7_Status,FC_Unit_7_Fan_Status,FC_Unit_7_Set_Point,FC_Unit_7_Operation_Mode,FC_Unit_8_Status,FC_Unit_8_Fan_Status,FC_Unit_8_Set_Point,FC_Unit_8_Operation_Mode
1733830412,[],[],[],[],[],24.0,62.062,Clouds,ON,VERY LOW,25.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY LOW,22.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY HIGH,25.0,COOL,ON,VERY LOW,24.0,COOL,ON,VERY HIGH,25.0,COOL,ON,VERY HIGH,25.0,COOL
1733830403,[],[],[],[],[],24.0,62.062,Clouds,ON,VERY LOW,25.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY LOW,22.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY HIGH,25.0,COOL,ON,VERY LOW,24.0,COOL,ON,VERY HIGH,25.0,COOL,ON,VERY HIGH,25.0,COOL
1733830393,[],[],[],[],[],24.0,62.062,Clouds,ON,VERY LOW,25.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY LOW,22.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY HIGH,25.0,COOL,ON,VERY LOW,24.0,COOL,ON,VERY HIGH,25.0,COOL,ON,VERY HIGH,25.0,COOL
1733829704,[],[],[],[],[],24.0,62.062,Clouds,ON,VERY LOW,21.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY LOW,22.0,COOL,ON,VERY LOW,21.0,COOL,ON,VERY HIGH,21.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY HIGH,25.0,COOL,ON,VERY HIGH,25.0,COOL
1733757187,[],[],[],[],[],24.0,54.778,Clouds,ON,VERY LOW,24.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY LOW,22.0,COOL,ON,VERY LOW,25.0,COOL,OFF,OFF,23.0,COOL,OFF,OFF,23.0,COOL,OFF,OFF,23.0,COOL,ON,VERY HIGH,23.0,COOL
1733753283,[],[],[],[],[],24.0,58.375,Clouds,ON,VERY LOW,24.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY LOW,22.0,COOL,ON,VERY LOW,25.0,COOL,OFF,OFF,23.0,COOL,OFF,OFF,23.0,COOL,OFF,OFF,23.0,COOL,ON,VERY HIGH,23.0,COOL
1733757847,[],[],[],[],[],24.0,54.389,Clouds,ON,VERY LOW,24.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY LOW,22.0,COOL,ON,VERY LOW,25.0,COOL,OFF,OFF,23.0,COOL,OFF,OFF,23.0,COOL,OFF,OFF,23.0,COOL,ON,VERY HIGH,23.0,COOL
1733758507,[],[],[],[],[],23.988,54.167,Clouds,ON,VERY LOW,24.0,COOL,ON,VERY LOW,25.0,COOL,ON,VERY LOW,22.0,COOL,ON,VERY LOW,25.0,COOL,OFF,OFF,23.0,COOL,OFF,OFF,23.0,COOL,OFF,OFF,23.0,COOL,ON,VERY HIGH,23.0,COOL
1734624292,[],[],[],[],[],23.988,55.222,Clouds,ON,VERY LOW,23.2,COOL,ON,VERY LOW,23.0,DRY,ON,HIGH,22.8,DRY,ON,MID,22.6,COOL,ON,VERY LOW,23.5,DRY,ON,MID,23.3,COOL,ON,MID,22.8,COOL,ON,MID,23.5,DRY
1735574726,[],[],[],[],[],23.987,54.667,Clouds,ON,VERY LOW,23.4,COOL,ON,MID,22.9,COOL,OFF,OFF,22.9,DRY,ON,HIGH,22.9,DRY,OFF,OFF,22.8,DRY,ON,MID,22.6,COOL,OFF,OFF,23.0,COOL,ON,MID,22.9,DRY
