current_temp,current_humi,total_time_maintained,total_energy_consumption,energy_efficiency,door_status,FC_Unit_1_Status,FC_Unit_1_Fan_Status,FC_Unit_1_Set_Point,FC_Unit_1_Operation_Mode,FC_Unit_2_Status,FC_Unit_2_Fan_Status,FC_Unit_2_Set_Point,FC_Unit_2_Operation_Mode,FC_Unit_3_Status,FC_Unit_3_Fan_Status,FC_Unit_3_Set_Point,FC_Unit_3_Operation_Mode,FC_Unit_4_Status,FC_Unit_4_Fan_Status,FC_Unit_4_Set_Point,FC_Unit_4_Operation_Mode,FC_Unit_5_Status,FC_Unit_5_Fan_Status,FC_Unit_5_Set_Point,FC_Unit_5_Operation_Mode,FC_Unit_6_Status,FC_Unit_6_Fan_Status,FC_Unit_6_Set_Point,FC_Unit_6_Operation_Mode
23.717,77.857,6148,6.600000000001273,931.5151515149718,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.717,78.643,12910,14.100000000000364,915.602836879409,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.717,61.143,13198,22.580000000002656,584.499557130135,1.0,ON,AUTO,22.0,DRY,ON,AUTO,22.0,DRY,ON,AUTO,22.5,DRY,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,LOW,22.0,COOL
23.7,61.714,13203,24.799999999998363,532.3790322580996,1.0,ON,AUTO,22.0,DRY,ON,AUTO,22.0,DRY,ON,AUTO,22.5,DRY,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,LOW,22.0,COOL
23.7,81.429,12910,12.520000000001346,1031.150159744298,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.7,63.571,3771,5.300000000001091,711.5094339621177,1.0,ON,AUTO,22.0,DRY,ON,AUTO,22.0,DRY,ON,AUTO,22.5,DRY,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,LOW,22.0,COOL
23.7,78.714,12911,14.600000000000364,884.3150684931287,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.7,79.643,12903,13.040000000002692,989.4938650304706,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.7,77.214,3688,3.880000000000109,950.515463917499,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.683,78.786,12864,13.809999999997672,931.4989138307146,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.683,83.357,3690,3.7300000000013824,989.276139409821,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.683,61.286,13202,24.210000000002765,545.3118546054726,1.0,ON,AUTO,22.0,DRY,ON,AUTO,22.0,DRY,ON,AUTO,22.5,DRY,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,LOW,22.0,COOL
23.683,80.286,12917,13.270000000005894,973.398643556463,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.683,80.357,12913,12.969999999997526,995.6052428683472,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.667,62.5,13199,24.49000000000069,538.95467537769,1.0,ON,AUTO,22.0,DRY,ON,AUTO,22.0,DRY,ON,AUTO,22.5,DRY,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,LOW,22.0,COOL
23.667,80.214,12927,12.829999999998108,1007.5604053002265,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.667,76.786,12909,13.94999999999709,925.3763440862145,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.65,60.429,13202,25.289999999999054,522.0245156188412,1.0,ON,AUTO,22.0,DRY,ON,AUTO,22.0,DRY,ON,AUTO,22.5,DRY,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,LOW,22.0,COOL
23.65,82.357,6150,6.370000000004438,965.4631083195785,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.65,78.429,12907,14.460000000001855,892.6002766250583,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.65,80.857,12929,13.289999999999964,972.8367193378507,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.633,79.571,12903,14.190000000003238,909.3023255811879,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.633,78.571,12915,12.909999999998035,1000.3872966694008,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.633,80.643,12910,13.8799999999992,930.1152737752698,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.633,81.571,12919,13.0699999999988,988.4468247896853,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.633,67.786,1885,2.25,837.7777777777778,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,OFF,MED,21.5,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL
23.633,60.357,13200,21.649999999998727,609.6997690531537,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL
23.633,60.5,13201,23.410000000000764,563.904314395539,1.0,ON,AUTO,22.0,DRY,ON,AUTO,22.0,DRY,ON,AUTO,22.5,DRY,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,LOW,22.0,COOL
23.633,78.786,12869,13.970000000002983,921.1882605581426,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.617,82.357,628,1.0,628.0,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.5,COOL
23.617,60.357,13204,20.700000000000728,637.8743961352433,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL
23.617,81.571,12918,13.539999999999964,954.0620384047293,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.617,81.214,12905,14.11000000000513,914.5995747693344,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.617,80.143,12909,13.540000000002692,953.3973412110364,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.617,80.0,12906,12.68999999999778,1017.0212765959226,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.617,79.357,12902,14.279999999994288,903.5014005605855,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.6,81.071,12902,12.730000000001382,1013.5113904162293,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.6,79.0,12906,14.55000000000291,887.010309278173,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.6,64.0,1884,2.9899999999997817,630.1003344482066,1.0,ON,AUTO,22.0,DRY,ON,AUTO,22.0,DRY,ON,AUTO,22.5,DRY,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,LOW,22.0,COOL
23.6,79.071,614,0.6499999999996362,944.6153846159133,1.0,ON,LOW,23.5,COOL,ON,LOW,23.5,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL
23.583,78.357,12868,14.390000000000327,894.2321056288886,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.58,64.833,13200,23.62999999999647,558.6119339823094,1.0,ON,AUTO,22.0,DRY,ON,AUTO,22.0,DRY,ON,AUTO,22.5,DRY,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,LOW,22.0,COOL
23.567,80.143,12914,12.720000000002983,1015.2515723268059,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.567,79.714,3689,3.619999999999891,1019.0607734806937,1.0,ON,LOW,23.5,COOL,ON,LOW,23.5,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL
23.55,79.071,12873,15.169999999998254,848.5827290706317,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.55,79.857,612,0.6000000000003638,1019.9999999993815,1.0,ON,MED,21.0,COOL,ON,MED,22.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL
23.55,68.143,629,0.6700000000000728,938.8059701491518,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,OFF,MED,21.5,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL
23.55,83.643,6287,5.739999999997963,1095.2961672477754,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.55,82.571,13202,14.63999999999578,901.7759562844129,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.55,83.286,13202,11.910000000000764,1108.4802686817088,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.54,82.0,9225,9.81999999999789,939.4093686356397,1.0,OFF,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.533,71.5,629,0.3400000000001455,1849.9999999992083,1.0,OFF,MED,22.0,COOL,OFF,MED,22.0,COOL,OFF,LOW,21.5,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,OFF,LOW,22.0,COOL
23.517,67.357,13198,16.210000000000946,814.1887723626916,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.517,61.214,13202,19.859999999996944,664.753272910475,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL
23.5,72.357,629,0.910000000000764,691.2087912082109,1.0,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
23.5,72.0,13201,19.520000000000437,676.2807377049029,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.5,78.286,613,0.6699999999991633,914.925373135471,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.5,76.929,1837,2.1699999999991633,846.5437788021698,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.5,79.357,6149,5.8200000000006185,1056.529209621881,1.0,ON,LOW,23.5,COOL,ON,LOW,23.5,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL
23.483,79.929,12866,15.88999999999669,809.6916299561158,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.483,78.929,1844,1.7900000000008731,1030.1675977648606,1.0,ON,LOW,23.5,COOL,ON,LOW,23.5,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL
23.483,83.643,13204,11.75,1123.7446808510638,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.483,70.429,13202,19.369999999995343,681.5694372742992,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.467,72.286,1885,1.140000000003056,1653.5087719253922,1.0,OFF,MED,22.0,COOL,OFF,MED,22.0,COOL,OFF,LOW,21.5,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,OFF,LOW,22.0,COOL
23.467,79.5,12873,15.899999999996908,809.6226415095914,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.45,85.286,13200,10.610000000002401,1244.1093308196996,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.45,83.5,13200,11.369999999996253,1160.9498680742613,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.45,83.214,3771,3.139999999999418,1200.9554140129615,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.45,85.071,1866,2.069999999996071,901.4492753640299,1.0,ON,LOW,24.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.433,71.786,13198,19.640000000001237,671.995926680202,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.433,83.286,13202,12.210000000002765,1081.2448812446364,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.433,84.714,13197,10.030000000002474,1315.7527417743515,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.433,81.143,9224,8.720000000000255,1057.7981651375837,1.0,ON,LOW,23.5,COOL,ON,LOW,23.5,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL
23.417,82.286,13202,15.050000000005639,877.2093023252527,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.417,80.643,13197,13.949999999998909,946.0215053764181,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.4,71.286,13197,19.339999999998327,682.3681489142266,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.4,81.214,17385,18.5,939.7297297297297,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.383,75.857,12891,16.869999999998072,764.1375222288958,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.367,69.357,1885,2.2299999999995634,845.2914798207933,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL
23.367,71.071,13203,33.73999999999887,391.31594546533614,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.367,78.571,12870,15.470000000000255,831.93277310923,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.367,81.643,13204,15.910000000002583,829.9182903832719,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.367,81.071,6288,6.719999999995707,935.7142857148834,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.367,84.143,1887,1.639999999999418,1150.6097560979695,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.367,81.429,13200,14.680000000003929,899.1825613076612,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.367,82.714,13200,12.739999999997963,1036.1067503926304,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.367,80.857,3772,4.1599999999980355,906.7307692311974,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.367,82.357,13200,16.390000000002146,805.3691275166731,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.35,80.929,13200,16.890000000001237,781.5275310834242,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.35,83.857,629,0.6599999999998545,953.0303030305132,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.35,78.429,13203,16.06999999999789,821.5930304917072,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.35,80.786,13197,16.769999999999527,786.9409660107557,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.35,81.143,13202,14.030000000000655,940.9836065573331,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.35,82.5,12914,11.720000000005712,1101.877133105265,1.0,ON,LOW,23.5,COOL,ON,LOW,23.5,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL,ON,MED,24.0,COOL
23.35,78.714,12871,15.550000000002001,827.7170418005365,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.333,61.071,13208,18.349999999994907,719.7820163489736,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL
23.333,82.571,13214,17.659999999997126,748.2446206116733,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.5,COOL
23.333,80.214,13200,14.179999999999382,930.8885754584327,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.333,67.0,13202,16.660000000000764,792.4369747898796,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.333,79.571,12868,15.640000000004875,822.7621483373395,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.32,62.25,3773,6.920000000000073,545.2312138728266,1.0,ON,AUTO,22.0,DRY,ON,AUTO,22.0,DRY,ON,AUTO,22.5,DRY,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,LOW,22.0,COOL
23.32,66.417,13202,22.090000000000146,597.6459936622867,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.317,82.5,13204,13.500000000002728,978.0740740738764,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.317,71.929,628,1.1599999999998545,541.3793103448955,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.317,76.714,12862,16.760000000001128,767.4224343674902,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.317,76.786,12866,16.670000000000982,771.8056388721801,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.317,82.857,13203,13.239999999997963,997.2054380666187,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.317,84.286,13201,9.99000000000342,1321.4214214209692,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.3,75.929,12901,16.779999999995198,768.8319427892546,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.3,85.357,13198,13.619999999995343,969.0161527169246,1.0,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.3,80.857,629,0.7100000000000364,885.9154929577011,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.3,79.571,1885,2.1500000000005457,876.7441860462891,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.3,80.429,13204,14.770000000003165,893.9742721731327,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.3,79.643,13202,14.339999999998327,920.6415620642637,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.3,81.357,13202,13.520000000004075,976.4792899405342,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
